id,release_date,movie,production_budget,domestic_gross,worldwide_gross
39,9-Dec-16,The Bounce Back,3000000.00 ,321910.00,421404.00
40,23-Aug-96,Freeway,3000000.00 ,295493.00,295493.00
41,6-Oct-06,Love's Abiding Joy,3000000.00 ,252726.00,252726.00
42,12-Feb-93,Dead Alive,3000000.00 ,242623.00,242623.00
43,1-Oct-10,Chain Letter,3000000.00 ,205842.00,1022453.00
44,2-Mar-12,Tim and Eric's Billion Dollar Movie,3000000.00 ,201436.00,223652.00
45,9-Nov-07,Holly,3000000.00 ,163069.00,163069.00
46,26-Mar-10,The Eclipse,3000000.00 ,133411.00,133411.00
47,21-Mar-08,The Grand,3000000.00 ,115879.00,115879.00
48,17-Mar-06,Sommersturm,3000000.00 ,95204.00,95204.00
49,15-Aug-14,Fort McCoy,3000000.00 ,78948.00,78948.00
50,4-Aug-99,The Gambler,3000000.00 ,51773.00,101773.00
51,13-Oct-00,Just Looking,3000000.00 ,39852.00,39852.00
52,4-Sep-15,Before We Go,3000000.00 ,37151.00,483938.00
53,13-Jan-12,The Divide,3000000.00 ,18000.00,156362.00
54,9-Sep-11,Tanner Hall,3000000.00 ,5073.00,5073.00
55,30-Sep-05,My Big Fat Independent Movie,3000000.00 ,4655.00,4655.00
56,10-Oct-17,Demonic,3000000.00 ,0.00,4668109.00
57,15-Apr-08,Ã l\'intÃ©rieur,3000000.00 ,0.00,895932.00
58,27-Jun-14,They Came Together,3000000.00 ,0.00,82780.00
59,21-May-13,Open Road,3000000.00 ,0.00,47469.00
60,28-Jul-51,Alice in Wonderland,3000000.00 ,0.00,0.00
61,1-Oct-10,Barry Munday,3000000.00 ,0.00,0.00
62,31-Dec-09,The Deported,3000000.00 ,0.00,0.00
63,31-Dec-09,Chicago Overcoat,3000000.00 ,0.00,0.00
64,13-Sep-11,Never Back Down 2: The Beatdown,3000000.00 ,0.00,0.00
65,31-Dec-15,AWOL-72,3000000.00 ,0.00,0.00
66,15-Jan-13,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000.00 ,0.00,0.00
67,6-Feb-15,Enter the Dangerous Mind,3000000.00 ,0.00,0.00
68,17-Mar-15,Something Wicked,3000000.00 ,0.00,0.00
69,18-Sep-67,Point Blank,3000000.00 ,0.00,0.00
70,27-Oct-14,Iguana,3000000.00 ,0.00,0.00
71,31-Dec-09,Four Single Fathers,3000000.00 ,0.00,0.00
72,14-Aug-15,Amnesiac,3000000.00 ,0.00,0.00
73,31-Dec-15,Unnatural,3000000.00 ,0.00,0.00
74,11-Dec-15,Close Range,3000000.00 ,0.00,0.00
75,18-Jan-46,The Harvey Girls,2931000.00 ,4100000.00,4100000.00
76,15-Feb-50,Cinderella,2900000.00 ,85000000.00,263591415.00
77,20-Nov-98,Central do Brasil,2900000.00 ,5969553.00,17006158.00
78,19-Dec-61,Pocketful of Miracles,2900000.00 ,5000000.00,5000000.00
79,24-Mar-06,Boynton Beach Club,2900000.00 ,3127472.00,3127472.00
80,1-Oct-10,Freakonomics,2900000.00 ,101270.00,172867.00
81,19-Aug-11,Griff the Invisible,2900000.00 ,20778.00,25935.00
82,29-Mar-59,Some Like it Hot,2883848.00 ,25000000.00,25019542.00
83,10-Jun-05,High Tension,2850000.00 ,3681066.00,6435262.00
84,15-Dec-74,Young Frankenstein,2800000.00 ,86300000.00,86300000.00
85,25-Jun-76,The Omen,2800000.00 ,48570885.00,48570885.00
86,22-Jul-05,Hustle & Flow,2800000.00 ,22202809.00,23591783.00
87,13-May-88,Friday the 13th Part VII: The New Blood,2800000.00 ,19170001.00,19170001.00
88,15-Sep-06,Artie Lange's Beer League,2800000.00 ,475000.00,475000.00
89,25-Aug-39,The Wizard of Oz,2777000.00 ,34063405.00,34305476.00
90,15-Feb-08,Diary of the Dead,2750000.00 ,952620.00,5394447.00
91,17-Oct-79,The Black Stallion,2700000.00 ,37799643.00,37799643.00
92,13-Jun-97,Ulee's Gold,2700000.00 ,9054736.00,15600000.00
93,26-Oct-18,Indivisible,2700000.00 ,3511417.00,3588305.00
94,1-Sep-06,Lage Raho Munna Bhai,2700000.00 ,2217561.00,31517561.00
95,31-Dec-15,Sardaar Ji,2700000.00 ,0.00,8200000.00
96,31-Dec-08,Rejsen til Saturn,2700000.00 ,0.00,5377665.00
97,12-Jun-63,Donovan's Reef,2686000.00 ,6600000.00,6600000.00
98,12-Jan-56,Diane,2660000.00 ,0.00,0.00
99,16-Jan-98,The Dress,2650000.00 ,16556.00,16556.00
100,24-Dec-43,A Guy Named Joe,2627000.00 ,5363000.00,5363000.00
1,7-Feb-74,Blazing Saddles,2600000.00 ,119500000.00,119500000.00
2,13-Apr-84,Friday the 13th Part IV: The Final Chapter,2600000.00 ,32980880.00,32980880.00
3,2-May-14,Ida,2600000.00 ,3827060.00,15298355.00
4,1-Jan-87,Maurice,2600000.00 ,3147950.00,3198308.00
5,9-Jul-04,Riding Giants,2600000.00 ,2276368.00,3292333.00
6,12-Dec-08,Los CronocrÃ­menes,2600000.00 ,39127.00,564474.00
7,31-Dec-11,La Cara Oculta,2600000.00 ,0.00,7033931.00
8,7-Dec-07,Timber Falls,2600000.00 ,0.00,71248.00
9,31-Dec-08,Silver Medalist,2600000.00 ,0.00,0.00
10,1-Apr-11,"Fat, Sick & Nearly Dead",2600000.00 ,0.00,0.00
11,10-Apr-52,Singin' in the Rain,2540000.00 ,7200000.00,7200000.00
12,11-Jan-13,A Haunted House,2500000.00 ,40041683.00,59922558.00
13,13-Jul-12,2016: Obamaâs America,2500000.00 ,33349941.00,33349941.00
14,3-Jul-13,Kevin Hart: Let Me Explain,2500000.00 ,32244051.00,32327255.00
15,28-Jul-04,Garden State,2500000.00 ,26782316.00,36028802.00
16,4-Oct-96,That Thing You Do!,2500000.00 ,25857416.00,34557416.00
17,30-Oct-81,Halloween II,2500000.00 ,25533818.00,25533818.00
18,22-Oct-82,Halloween 3: Season of the Witch,2500000.00 ,14400000.00,14400000.00
19,1-Oct-08,Religulous,2500000.00 ,13011160.00,13881317.00
20,1-Jan-71,Escape from the Planet of the Apes,2500000.00 ,12300000.00,12300000.00
21,29-May-63,Hud,2500000.00 ,10000000.00,10000000.00
22,2-Aug-13,The Spectacular Now,2500000.00 ,6852971.00,6916951.00
23,29-Sep-91,My Own Private Idaho,2500000.00 ,6401336.00,6401336.00
24,27-Jan-95,Before Sunrise,2500000.00 ,5274005.00,5690220.00
25,24-Jun-16,Hunt for the Wilderpeople,2500000.00 ,5205471.00,23845533.00
26,17-Aug-12,Robot & Frank,2500000.00 ,3317468.00,4934356.00
27,3-Oct-03,Sur Le Seuil,2500000.00 ,2013052.00,2013052.00
28,16-Jun-00,Jesus' Son,2500000.00 ,1282084.00,1687548.00
29,27-May-05,Saving Face,2500000.00 ,1187266.00,1269705.00
30,20-Jun-08,Brick Lane,2500000.00 ,1094998.00,3838486.00
31,1-Mar-13,The Lost Medallion: The Adventures of Billy Stone,2500000.00 ,549632.00,549632.00
32,26-Sep-03,My Life Without Me,2500000.00 ,432360.00,12267275.00
33,31-Mar-06,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000.00 ,349132.00,497195.00
34,1-Apr-11,Super,2500000.00 ,327716.00,593933.00
35,14-Nov-08,Fuel,2500000.00 ,174255.00,174255.00
36,9-Apr-10,Valley of the Hearts Delight,2500000.00 ,118666.00,118666.00
37,31-Oct-08,The Other End of the Line,2500000.00 ,115504.00,507446.00
38,18-Jun-10,8: The Mormon Proposition,2500000.00 ,100280.00,100280.00
39,17-Apr-09,Sleep Dealer,2500000.00 ,80136.00,108907.00
40,24-Aug-07,Eye of the Dolphin,2500000.00 ,72210.00,72260.00
41,16-Aug-13,Underdogs,2500000.00 ,35017.00,1392649.00
42,8-Sep-00,Anatomie,2500000.00 ,9598.00,9598.00
43,31-Dec-09,The Calling,2500000.00 ,0.00,0.00
44,21-Jun-13,Alien Uprising,2500000.00 ,0.00,0.00
45,31-Dec-10,Christmas Mail,2500000.00 ,0.00,0.00
46,3-Jul-15,Stung,2500000.00 ,0.00,0.00
47,1-Sep-17,Sky Sharks,2500000.00 ,0.00,0.00
48,13-Oct-15,8 Days,2500000.00 ,0.00,0.00
49,2-Sep-16,Antibirth,2500000.00 ,0.00,0.00
50,2-Feb-16,The Rise of the Krays,2500000.00 ,0.00,0.00
51,31-Dec-14,Not Safe For Work,2500000.00 ,0.00,0.00
52,13-May-11,Go For It!,2450000.00 ,180237.00,182358.00
53,16-Oct-96,Get on the Bus,2400000.00 ,5691854.00,5691854.00
54,5-Jan-07,Thr3e,2400000.00 ,1008849.00,1420418.00
55,1-Sep-06,Idiocracy,2400000.00 ,444093.00,500296.00
56,31-Dec-09,NiktÃ©,2400000.00 ,0.00,1333891.00
57,14-Nov-14,Always Woodstock,2400000.00 ,0.00,0.00
58,25-Jul-07,This is England,2380000.00 ,327919.00,8739576.00
59,27-Jun-44,Bathing Beauty,2361000.00 ,3500000.00,3500000.00
60,20-Mar-15,Do You Believe?,2300000.00 ,12985600.00,14304931.00
61,17-Jul-51,Show Boat,2300000.00 ,11000000.00,11000000.00
62,1-May-98,"Dancer, Texas Pop. 81",2300000.00 ,574838.00,574838.00
63,5-Sep-14,Frontera,2300000.00 ,59696.00,59696.00
64,26-Aug-11,Redemption Road,2300000.00 ,29384.00,29384.00
65,15-Apr-15,The Toxic Avenger Part II,2300000.00 ,0.00,0.00
66,19-Jan-16,Eden,2300000.00 ,0.00,0.00
67,19-Jun-87,The Brave Little Toaster,2300000.00 ,0.00,0.00
68,9-Feb-40,Pinocchio,2289247.00 ,84300000.00,84300000.00
69,13-Nov-40,Fantasia,2280000.00 ,83320000.00,83320000.00
70,13-Aug-82,Friday the 13th Part 3,2250000.00 ,36690067.00,36690067.00
71,9-Oct-71,The French Connection,2200000.00 ,41158757.00,41158757.00
72,22-Mar-85,Friday the 13th Part V: A New Beginning,2200000.00 ,21930418.00,21930418.00
73,9-Feb-07,The Last Sin Eater,2200000.00 ,388390.00,388390.00
74,31-Dec-08,Impact Point,2200000.00 ,0.00,0.00
75,3-May-45,The Valley of Decision,2160000.00 ,9132000.00,9132000.00
76,31-Dec-05,Chicken Tikka Masala,2160000.00 ,0.00,37865.00
77,7-Oct-08,Jack Brooks: Monster Slayer,2150000.00 ,0.00,0.00
78,21-Nov-46,The Best Years of Our Lives,2100000.00 ,23600000.00,23600000.00
79,13-Jul-01,Bully,2100000.00 ,881824.00,1381824.00
80,29-May-02,Elling,2100000.00 ,313436.00,313436.00
81,16-Oct-16,Mi America,2100000.00 ,3330.00,3330.00
82,14-Jul-09,[Rec],2100000.00 ,0.00,23266821.00
83,31-Dec-12,Infected,2100000.00 ,0.00,0.00
84,31-Dec-10,Lies in Plain Sight,2100000.00 ,0.00,0.00
85,6-Oct-15,The Timber,2100000.00 ,0.00,0.00
86,19-Jan-16,Sharkskin,2100000.00 ,0.00,0.00
87,30-Sep-11,Courageous,2000000.00 ,34522221.00,35185884.00
88,8-Apr-64,From Russia With Love,2000000.00 ,24800000.00,78900000.00
89,21-May-82,Mad Max 2: The Road Warrior,2000000.00 ,24600832.00,24600832.00
90,15-Aug-46,Notorious,2000000.00 ,24464742.00,24464742.00
91,2-Aug-67,In the Heat of the Night,2000000.00 ,24379978.00,24407647.00
92,17-Dec-73,Sleeper,2000000.00 ,18344729.00,18344729.00
93,11-Aug-72,Everything You Always Wanted to Know,2000000.00 ,18016290.00,18016290.00
94,13-Mar-15,It Follows,2000000.00 ,14674077.00,23250755.00
95,13-Jul-18,Eighth Grade,2000000.00 ,13539710.00,14341016.00
96,25-Dec-62,To Kill A Mockingbird,2000000.00 ,13129846.00,13129846.00
97,9-Mar-12,Silent House,2000000.00 ,12739737.00,16610760.00
98,8-Oct-99,Boys Don't Cry,2000000.00 ,11540607.00,20741000.00
99,9-Feb-07,Das Leben der Anderen,2000000.00 ,11284657.00,81197047.00
100,8-Apr-16,Hardcore Henry,2000000.00 ,9252038.00,17187434.00
1,13-Jun-62,Lolita,2000000.00 ,9250000.00,9250000.00
2,30-Aug-40,Boom Town,2000000.00 ,9172000.00,9172000.00
3,11-Nov-47,Gentleman's Agreement,2000000.00 ,7800000.00,7800000.00
4,25-Sep-61,The Hustler,2000000.00 ,7600000.00,7600000.00
5,31-Dec-86,Witchboard,2000000.00 ,7369373.00,7369373.00
6,26-Nov-03,Les Triplettes de Belleville,2000000.00 ,7301288.00,17403168.00
7,26-Jun-98,Smoke Signals,2000000.00 ,6719300.00,7756617.00
8,11-Jun-10,Winter's Bone,2000000.00 ,6531503.00,16131551.00
9,10-Oct-14,Meet the Mormons,2000000.00 ,6047363.00,6049171.00
10,15-Aug-03,American Splendor,2000000.00 ,6003587.00,8685632.00
11,6-Oct-17,The Florida Project,2000000.00 ,5904366.00,11295324.00
12,25-Aug-17,All Saints,2000000.00 ,5802208.00,5941994.00
13,2-Jul-04,Before Sunset,2000000.00 ,5792822.00,11217346.00
14,30-Mar-01,Amores Perros,2000000.00 ,5383834.00,20883834.00
15,20-Aug-03,Thirteen,2000000.00 ,4601043.00,9505996.00
16,23-Jan-04,Touching the Void,2000000.00 ,4593598.00,15396525.00
17,8-Oct-10,Inside Job,2000000.00 ,4311834.00,7799257.00
18,24-May-38,Alexander's Ragtime Band,2000000.00 ,4000000.00,4000000.00
19,17-Jun-05,Me and You and Everyone We Know,2000000.00 ,3885134.00,9615464.00
20,28-Aug-15,We Are Your Friends,2000000.00 ,3591417.00,10153415.00
21,10-Nov-06,Harsh Times,2000000.00 ,3337931.00,6225304.00
22,3-Mar-00,Ghost Dog: The Way of the Samurai,2000000.00 ,3330230.00,10672492.00
23,18-Sep-15,Captive,2000000.00 ,2583301.00,2791973.00
24,2-Aug-02,Full Frontal,2000000.00 ,2512846.00,3438804.00
25,8-Jun-18,Hearts Beat Loud,2000000.00 ,2386254.00,2420962.00
26,20-Jan-17,The Resurrection of Gavin Stone,2000000.00 ,2303792.00,2303792.00
27,25-Dec-08,Waltz with Bashir,2000000.00 ,2283849.00,13912289.00
28,28-Jun-06,Strangers with Candy,2000000.00 ,2072645.00,2077844.00
29,1-Mar-92,Night on Earth,2000000.00 ,2015000.00,2022893.00
30,29-Jan-93,Nemesis,2000000.00 ,2001124.00,2001124.00
31,4-Oct-06,Shortbus,2000000.00 ,1985292.00,1985292.00
32,2-May-08,Son of Rambow: A Home Movie,2000000.00 ,1785505.00,11263263.00
33,12-Sep-03,"The Book of Mormon Movie, Volume 1: The Journey",2000000.00 ,1660865.00,1660865.00
34,12-May-00,Hamlet,2000000.00 ,1577287.00,2419669.00
35,7-Aug-15,The Diary of a Teenage Girl,2000000.00 ,1477002.00,2279959.00
36,27-Jul-07,No End In Sight,2000000.00 ,1433319.00,1433319.00
37,25-Apr-14,Locke,2000000.00 ,1370646.00,2088390.00
38,30-Apr-99,Get Real,2000000.00 ,1152411.00,1152411.00
39,7-Sep-07,In the Shadow of the Moon,2000000.00 ,1134358.00,2175587.00
40,8-Apr-11,Meek's Cutoff,2000000.00 ,977772.00,1869928.00
41,28-Nov-14,The Babadook,2000000.00 ,950792.00,7482387.00
42,11-Feb-05,Inside Deep Throat,2000000.00 ,691880.00,691880.00
43,28-Sep-01,Dinner Rush,2000000.00 ,638227.00,1075504.00
44,24-Sep-10,The Virginity Hit,2000000.00 ,636706.00,636706.00
45,15-May-98,Clockwatchers,2000000.00 ,537948.00,539961.00
46,6-Nov-85,Subway,2000000.00 ,390659.00,1663296.00
47,15-Apr-05,House of D,2000000.00 ,388532.00,466106.00
48,18-Jan-08,Teeth,2000000.00 ,347578.00,2350641.00
49,26-Jul-96,Stonewall,2000000.00 ,304602.00,304602.00
50,8-Sep-06,Sherrybaby,2000000.00 ,199176.00,759504.00
51,13-Feb-15,The Last Five Years,2000000.00 ,147299.00,205298.00
52,18-Sep-98,Six-String Samurai,2000000.00 ,134624.00,134624.00
53,26-May-00,Hum to Mohabbt Karega,2000000.00 ,121807.00,121807.00
54,15-Apr-05,It's All Gone Pete Tong,2000000.00 ,120620.00,2226603.00
55,29-Jan-10,Saint John of Las Vegas,2000000.00 ,102645.00,102645.00
56,15-Apr-98,24 7: Twenty Four Seven,2000000.00 ,72544.00,72544.00
57,19-Sep-14,Pump,2000000.00 ,72277.00,72277.00
58,24-Oct-08,Roadside Romeo,2000000.00 ,55202.00,2046090.00
59,4-May-01,Eureka,2000000.00 ,49388.00,76654.00
60,7-Apr-15,Lost River,2000000.00 ,45431.00,2009644.00
61,18-Jul-03,This Thing of Ours,2000000.00 ,37227.00,37227.00
62,9-Oct-15,Knock Knock,2000000.00 ,36336.00,6328516.00
63,3-Feb-17,Growing up Smith,2000000.00 ,35312.00,35312.00
64,20-Mar-09,Super Capers,2000000.00 ,30955.00,30955.00
65,1-Jan-93,Return of the Living Dead 3,2000000.00 ,21000.00,21000.00
66,20-Nov-09,The Missing Person,2000000.00 ,17896.00,17896.00
67,19-Oct-12,The First Time,2000000.00 ,17061.00,17061.00
68,10-Feb-06,London,2000000.00 ,12667.00,12667.00
69,27-Aug-10,Circle,2000000.00 ,10024.00,10024.00
70,31-Oct-08,Eden Lake,2000000.00 ,7321.00,4294373.00
71,11-Jun-10,Jerusalema,2000000.00 ,7294.00,10679.00
72,23-Jun-06,Say Uncle,2000000.00 ,5361.00,5361.00
73,13-Sep-13,Plush,2000000.00 ,3080.00,28864.00
74,26-Oct-12,The Ghastly Love of Johnny X,2000000.00 ,2436.00,2436.00
75,29-Dec-09,Lesbian Vampire Killers,2000000.00 ,0.00,3620902.00
76,9-Sep-11,Grave Encounters,2000000.00 ,0.00,2151887.00
77,23-Oct-15,Bone Tomahawk,2000000.00 ,0.00,475846.00
78,10-Dec-04,Freeze Frame,2000000.00 ,0.00,105377.00
79,1-Apr-13,Stitches,2000000.00 ,0.00,63555.00
80,31-Dec-15,"To Be Frank, Sinatra at 100",2000000.00 ,0.00,926.00
81,28-Apr-71,Bananas,2000000.00 ,0.00,0.00
82,31-Dec-09,Nine Dead,2000000.00 ,0.00,0.00
83,14-Oct-08,No Man's Land: The Rise of Reeker,2000000.00 ,0.00,0.00
84,7-Jul-07,Rockaway,2000000.00 ,0.00,0.00
85,12-Aug-27,Wings,2000000.00 ,0.00,0.00
86,17-Mar-15,The Lady from Shanghai,2000000.00 ,0.00,0.00
87,19-Mar-13,Straight A's,2000000.00 ,0.00,0.00
88,30-Mar-12,The Legend of Hellâs Gate: An American Conspiracy,2000000.00 ,0.00,0.00
89,31-Dec-12,Highway,2000000.00 ,0.00,0.00
90,8-Feb-13,Small Apartments,2000000.00 ,0.00,0.00
91,9-Jul-13,Coffee Town,2000000.00 ,0.00,0.00
92,31-Dec-14,Lucky Dog,2000000.00 ,0.00,0.00
93,31-Dec-01,Pendulum,2000000.00 ,0.00,0.00
94,16-Oct-66,A Funny Thing Happened on the Way to the Forum,2000000.00 ,0.00,0.00
95,23-Sep-08,Slacker Uprising,2000000.00 ,0.00,0.00
96,20-Mar-15,The Walking Deceased,2000000.00 ,0.00,0.00
97,31-Dec-11,True Bromance,2000000.00 ,0.00,0.00
98,21-Aug-15,The Curse of Downers Grove,2000000.00 ,0.00,0.00
99,31-Dec-15,Wind Walkers,2000000.00 ,0.00,0.00
100,8-Jul-16,The Dog Lover,2000000.00 ,0.00,0.00
1,1-Dec-15,Shark Lake,2000000.00 ,0.00,0.00
2,24-Sep-10,Buried,1987650.00 ,1044143.00,21270290.00
3,21-Apr-15,The Marine 4,1950000.00 ,0.00,0.00
4,8-May-87,River's Edge,1900000.00 ,4600000.00,4600000.00
5,25-Jul-08,Man on Wire,1900000.00 ,2962242.00,5617067.00
6,8-Oct-10,Nowhere Boy,1900000.00 ,1445366.00,7785229.00
7,11-Jul-03,Northfork,1900000.00 ,1420578.00,1445140.00
8,24-Apr-15,Brotherly Love,1900000.00 ,478595.00,478595.00
9,3-Jun-11,Submarine,1900000.00 ,467602.00,4581937.00
10,9-Apr-10,The Square,1900000.00 ,406216.00,740932.00
11,8-Feb-13,ABCD (Any Body Can Dance),1900000.00 ,222098.00,10137234.00
12,29-Jun-07,Chacun sa nuit,1900000.00 ,18435.00,139317.00
13,26-Jul-13,Stranded,1900000.00 ,0.00,285593.00
14,31-Dec-15,Vaalu,1900000.00 ,0.00,12444.00
15,27-Aug-10,The Last Exorcism,1800000.00 ,41034350.00,70165900.00
16,16-Nov-76,Carrie,1800000.00 ,25878153.00,25878153.00
17,9-Nov-84,A Nightmare on Elm Street,1800000.00 ,25504513.00,25504513.00
18,27-Jun-12,Beasts of the Southern Wild,1800000.00 ,12795746.00,23265132.00
19,29-Jan-64,Dr. Strangelove,1800000.00 ,9164370.00,9230678.00
20,1-Jan-73,Battle for the Planet of the Apes,1800000.00 ,8800000.00,8800000.00
21,18-Sep-51,A Streetcar Named Desire,1800000.00 ,8000000.00,8000000.00
22,3-Aug-68,Hang 'em High,1800000.00 ,6800000.00,6800000.00
23,15-Nov-02,El crimen de padre Amaro,1800000.00 ,5719000.00,5719000.00
24,15-Jun-01,Songcatcher,1800000.00 ,3050934.00,3050934.00
25,23-Aug-11,Higher Ground,1800000.00 ,841056.00,842693.00
26,22-Apr-11,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000.00 ,638476.00,783733.00
27,7-Jan-05,Travellers and Magicians,1800000.00 ,506793.00,1322161.00
28,1-Jan-93,Ed and his Dead Mother,1800000.00 ,673.00,673.00
29,31-Dec-09,Deadline,1800000.00 ,0.00,0.00
30,13-Mar-07,Sublime,1800000.00 ,0.00,0.00
31,3-Feb-12,Dysfunctional Friends,1800000.00 ,0.00,0.00
32,31-Dec-13,Independence Daysaster,1800000.00 ,0.00,0.00
33,11-Mar-14,Against the Wild,1800000.00 ,0.00,0.00
34,20-Oct-15,Beginnerâs Guide to Sex,1800000.00 ,0.00,0.00
35,18-Jun-99,Lola rennt,1750000.00 ,7267324.00,22879194.00
36,7-Feb-03,May,1750000.00 ,145540.00,634803.00
37,8-Oct-10,I Spit on Your Grave,1750000.00 ,93051.00,1278471.00
38,23-Apr-19,Living Dark: The Story of Ted the Caver,1750000.00 ,0.00,0.00
39,23-Nov-01,In the Bedroom,1700000.00 ,35930604.00,42137871.00
40,19-Mar-08,La misma luna,1700000.00 ,12590147.00,23271741.00
41,30-Jun-72,Conquest of the Planet of the Apes,1700000.00 ,9700000.00,9700000.00
42,28-Feb-14,The Lunchbox,1700000.00 ,4231500.00,12231500.00
43,4-Oct-13,Grace Unplugged,1700000.00 ,2507159.00,2507159.00
44,1-Oct-99,"Happy, Texas",1700000.00 ,2039192.00,2891228.00
45,18-Dec-15,Saul fia,1700000.00 ,1777043.00,9696537.00
46,17-Jun-05,My Summer of Love,1700000.00 ,1000915.00,4727375.00
47,24-Jun-05,Yes,1700000.00 ,396035.00,661221.00
48,1-Feb-19,Braid,1660000.00 ,0.00,80745.00
49,5-Aug-53,From Here to Eternity,1650000.00 ,30500000.00,30500000.00
50,1-Sep-38,You Can't Take It With You,1644000.00 ,4000000.00,4000000.00
51,9-Apr-99,Foolish,1600000.00 ,6026908.00,6026908.00
52,26-Jul-49,She Wore a Yellow Ribbon,1600000.00 ,5400000.00,5400000.00
53,7-Apr-74,The Conversation,1600000.00 ,4420000.00,4420000.00
54,15-Oct-10,N-Secure,1600000.00 ,2595644.00,2595644.00
55,1-Feb-08,Sukkar banat,1600000.00 ,1060591.00,14253760.00
56,31-Dec-89,Out of the Dark,1600000.00 ,419428.00,419428.00
57,27-Jan-06,Bubble,1600000.00 ,145382.00,145382.00
58,23-Sep-05,Dil Jo Bhi Kahey...,1600000.00 ,129319.00,129319.00
59,15-Jan-99,Mississippi Mermaid,1600000.00 ,27795.00,2627795.00
60,26-Sep-14,Two Night Stand,1600000.00 ,15600.00,868081.00
61,4-Nov-05,I Love Your Work,1600000.00 ,3264.00,3264.00
62,5-Aug-55,The Kingâs Thief,1577000.00 ,0.00,0.00
63,1-Apr-11,Insidious,1500000.00 ,54009150.00,99870886.00
64,21-Oct-16,Moonlight,1500000.00 ,27854931.00,65245512.00
65,12-Sep-03,Cabin Fever,1500000.00 ,21158188.00,30351664.00
66,2-May-07,Waitress,1500000.00 ,19097550.00,22217183.00
67,8-Sep-89,Kickboxer,1500000.00 ,14533681.00,14533681.00
68,26-Feb-88,Bloodsport,1500000.00 ,11806119.00,11806119.00
69,17-Oct-39,Mr. Smith Goes To Washington,1500000.00 ,9000000.00,9000000.00
70,23-Mar-18,Unsane,1500000.00 ,7690044.00,14244931.00
71,21-Jul-95,Kids,1500000.00 ,7412216.00,20412216.00
72,5-Oct-05,The Squid and the Whale,1500000.00 ,7372734.00,11191423.00
73,13-Mar-02,Kissing Jessica Stein,1500000.00 ,7025722.00,9345061.00
74,31-Oct-45,Spellbound,1500000.00 ,7000000.00,7000000.00
75,20-Apr-79,Dawn of the Dead,1500000.00 ,5100000.00,55000000.00
76,23-Sep-94,Exotica,1500000.00 ,5046118.00,5046118.00
77,26-Jul-13,The To Do List,1500000.00 ,3491669.00,4128828.00
78,1-Feb-13,The Gatekeepers,1500000.00 ,2408553.00,2592308.00
79,26-Jun-98,Buffalo '66,1500000.00 ,2380606.00,2380606.00
80,2-Mar-84,Repo Man,1500000.00 ,2300000.00,2300000.00
81,21-Oct-16,Iâm Not Ashamed,1500000.00 ,2082980.00,2082980.00
82,18-Jan-85,Blood Simple,1500000.00 ,1690913.00,2730877.00
83,19-Apr-02,Nueve Reinas,1500000.00 ,1222889.00,12412889.00
84,19-Apr-13,The Lords of Salem,1500000.00 ,1165881.00,1541131.00
85,21-Oct-16,31,1500000.00 ,779820.00,922727.00
86,25-Mar-05,The Ballad of Jack and Rose,1500000.00 ,712294.00,1126258.00
87,22-Apr-16,Unsullied,1500000.00 ,510957.00,510957.00
88,31-Aug-94,Killing Zoe,1500000.00 ,418953.00,418953.00
89,17-May-02,The Believer,1500000.00 ,406035.00,1840248.00
90,7-Mar-08,Snow Angels,1500000.00 ,402858.00,414404.00
91,10-Aug-01,Session 9,1500000.00 ,378176.00,1619602.00
92,11-Feb-11,MOOZ-lum,1500000.00 ,362239.00,372239.00
93,5-Sep-07,I Want Someone To Eat Cheese With,1500000.00 ,194568.00,194568.00
94,19-Aug-11,Amigo,1500000.00 ,184705.00,184705.00
95,7-Sep-07,Hatchet,1500000.00 ,175281.00,240396.00
96,31-Oct-08,My Name is Bruce,1500000.00 ,173066.00,173066.00
97,6-Aug-10,The Disappearance of Alice Creed,1500000.00 ,166980.00,1605139.00
98,5-Feb-36,Modern Times,1500000.00 ,163245.00,199747.00
99,11-May-07,The Salon,1500000.00 ,139084.00,139084.00
100,25-Oct-13,The Square,1500000.00 ,124244.00,176262.00
1,22-Mar-02,Stolen Summer,1500000.00 ,119841.00,119841.00
2,6-Mar-15,Road Hard,1500000.00 ,113169.00,113169.00
3,28-Sep-05,Forty Shades of Blue,1500000.00 ,75828.00,172569.00
4,9-Oct-09,Trucker,1500000.00 ,52429.00,52429.00
5,29-May-09,Pontypool,1500000.00 ,3865.00,31916.00
6,28-Sep-15,"Me, You and Five Bucks",1500000.00 ,2105.00,2105.00
7,17-Oct-14,Housebound,1500000.00 ,0.00,236863.00
8,20-Jul-18,Teefa in Trouble,1500000.00 ,0.00,98806.00
9,4-Nov-05,Wal-Mart: The High Cost of Low Price,1500000.00 ,0.00,58692.00
10,17-Apr-14,Closer to the Moon,1500000.00 ,0.00,5396.00
11,17-Mar-06,Fetching Cody,1500000.00 ,0.00,0.00
12,3-Jun-11,The Lion of Judah,1500000.00 ,0.00,0.00
13,11-Nov-14,Once Upon a Time in Queens,1500000.00 ,0.00,0.00
14,13-Feb-15,Girlhouse,1500000.00 ,0.00,0.00
15,26-May-15,Mutant World,1500000.00 ,0.00,0.00
