release_date,movie,production_budget,worldwide_gross,worldwide_profit,worldwide_ROI,Year
2012-01-27,The Grey,25000000.0,81249176.0,56249176.0,224.996704,2012
2015-03-06,Chappie,49000000.0,105002056.0,56002056.0,114.28991020408164,2015
2011-04-15,Scream 4,40000000.0,95989590.0,55989590.0,139.973975,2011
2013-11-15,The Best Man Holiday,17000000.0,72835710.0,55835710.0,328.44535294117645,2013
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,73695194.0,55695194.0,309.41774444444445,2011
2013-11-01,Dallas Buyers Club,5000000.0,60611845.0,55611845.0,1112.2369,2013
2018-03-16,"Love, Simon",10000000.0,65520633.0,55520633.0,555.20633,2018
2013-06-28,White House Down,150000000.0,205440387.0,55440387.0,36.960258,2013
2013-11-01,Free Birds,55000000.0,110387072.0,55387072.0,100.70376727272728,2013
2013-04-26,Pain & Gain,26000000.0,81275291.0,55275291.0,212.5972730769231,2013
2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,77229695.0,55229695.0,251.0440681818182,2012
2012-12-21,This is 40,35000000.0,90221182.0,55221182.0,157.7748057142857,2012
2019-02-13,Happy Death Day 2U,9000000.0,64179495.0,55179495.0,613.1055,2019
2011-10-07,The Ides of March,23000000.0,77735925.0,54735925.0,237.98228260869564,2011
2017-04-07,Going in Style,24000000.0,78672579.0,54672579.0,227.8024125,2017
2015-09-18,Sicario,30000000.0,84393749.0,54393749.0,181.31249666666668,2015
2015-08-07,The Gift,5000000.0,58978477.0,53978477.0,1079.56954,2015
2011-08-19,Spy Kids: All the Time in the World,27000000.0,80681183.0,53681183.0,198.8191962962963,2011
2017-08-04,The Dark Tower,60000000.0,113461527.0,53461527.0,89.102545,2017
2010-09-17,Devil,10000000.0,63354114.0,53354114.0,533.54114,2010
2014-07-11,Boyhood,4000000.0,57273049.0,53273049.0,1331.826225,2014
2016-10-21,Tyler Perryâs Boo! A Madea Halloween,20000000.0,73206343.0,53206343.0,266.031715,2016
2012-05-25,Moonrise Kingdom,16000000.0,68848446.0,52848446.0,330.3027875,2012
2012-06-22,To Rome with Love,21500000.0,74326015.0,52826015.0,245.70239534883723,2012
2017-09-22,The Lego Ninjago Movie,70000000.0,122737201.0,52737201.0,75.33885857142857,2017
2017-04-28,How to Be a Latin Lover,10000000.0,62556228.0,52556228.0,525.56228,2017
2013-10-18,Carrie,30000000.0,82409520.0,52409520.0,174.69840000000002,2013
2010-05-14,Letters to Juliet,30000000.0,82148538.0,52148538.0,173.82846,2010
2014-09-26,The Boxtrolls,60000000.0,111946251.0,51946251.0,86.577085,2014
2011-09-23,Abduction,35000000.0,86648359.0,51648359.0,147.56674,2011
2017-05-19,"Everything, Everything",10000000.0,61603136.0,51603136.0,516.0313600000001,2017
2010-06-04,Get Him to the Greek,40000000.0,91455875.0,51455875.0,128.6396875,2010
2011-01-07,Season of the Witch,40000000.0,91126600.0,51126600.0,127.8165,2011
2015-11-04,Brooklyn,11000000.0,62076141.0,51076141.0,464.3285545454545,2015
2012-05-18,What to Expect When You're Expecting,37500000.0,88473016.0,50973016.0,135.92804266666667,2012
2015-10-23,The Last Witch Hunter,80000000.0,130818912.0,50818912.0,63.52364,2015
2016-07-27,Nerve,20000000.0,70652284.0,50652284.0,253.26142,2016
2011-02-18,"Big Mommas: Like Father, Like Son",32000000.0,82332450.0,50332450.0,157.28890625,2011
2016-04-22,The Huntsman: Winterâs War,115000000.0,165149302.0,50149302.0,43.60808869565218,2016
2018-01-19,Den of Thieves,30000000.0,80131391.0,50131391.0,167.10463666666666,2018
2019-02-08,What Men Want,20000000.0,69911903.0,49911903.0,249.55951500000003,2019
2011-10-21,The Three Musketeers,90000000.0,139877913.0,49877913.0,55.41990333333333,2011
2011-03-11,Red Riding Hood,42000000.0,91678442.0,49678442.0,118.28200476190476,2011
2016-04-08,The Boss,29000000.0,78652207.0,49652207.0,171.21450689655174,2016
2011-11-09,J. Edgar,35000000.0,84606030.0,49606030.0,141.7315142857143,2011
2015-01-23,The Boy Next Door,4000000.0,53401938.0,49401938.0,1235.04845,2015
2016-12-16,Collateral Beauty,36000000.0,85309093.0,49309093.0,136.96970277777777,2016
2018-06-15,Tag,28000000.0,77026186.0,49026186.0,175.09352142857142,2018
2017-06-23,The Big Sick,5000000.0,53972860.0,48972860.0,979.4572000000001,2017
2014-02-28,Son of God,22000000.0,70949793.0,48949793.0,222.4990590909091,2014
2010-05-11,Haeundae,16000000.0,64733391.0,48733391.0,304.58369375,2010
2018-08-17,Alpha,51000000.0,99624873.0,48624873.0,95.34288823529413,2018
2013-11-22,Delivery Man,22000000.0,70536870.0,48536870.0,220.62213636363634,2013
2012-08-17,ParaNorman,60000000.0,108119662.0,48119662.0,80.19943666666667,2012
2014-06-27,Snowpiercer,40000000.0,88069880.0,48069880.0,120.17469999999999,2014
2010-09-01,The American,20000000.0,67950723.0,47950723.0,239.753615,2010
2015-08-07,Fantastic Four,120000000.0,167849187.0,47849187.0,39.8743225,2015
2015-09-04,The Transporter Refueled,22000000.0,69698495.0,47698495.0,216.81134090909092,2015
2014-10-17,The Book of Life,50000000.0,97651543.0,47651543.0,95.30308600000001,2014
2018-12-21,Second Act,15700000.0,63288854.0,47588854.0,303.11371974522297,2018
2015-04-01,Woman in Gold,11000000.0,58586407.0,47586407.0,432.60370000000006,2015
2017-09-22,Victoria and Abdul,21000000.0,68271146.0,47271146.0,225.10069523809523,2017
2015-08-21,Hitman: Agent 47,35000000.0,82182803.0,47182803.0,134.80800857142856,2015
2011-03-18,The Lincoln Lawyer,40000000.0,87145086.0,47145086.0,117.86271500000001,2011
2012-06-29,Tyler Perry's Madea's Witness Protection,20000000.0,66950887.0,46950887.0,234.75443500000003,2012
2015-12-04,Krampus,15000000.0,61788393.0,46788393.0,311.92262,2015
2014-05-30,A Million Ways to Die in The West,40000000.0,86778557.0,46778557.0,116.9463925,2014
2015-01-09,Selma,20000000.0,66776576.0,46776576.0,233.88288,2015
2010-12-31,Sammy's avonturen: De geheime doorgang,25000000.0,71594792.0,46594792.0,186.379168,2010
2016-12-09,Office Christmas Party,45000000.0,91323299.0,46323299.0,102.94066444444445,2016
2014-10-24,John Wick,30000000.0,76235001.0,46235001.0,154.11667,2014
2017-01-06,Underworld: Blood Wars,35000000.0,81209222.0,46209222.0,132.02634857142857,2017
2014-06-20,Think Like a Man Too,24000000.0,70027933.0,46027933.0,191.7830541666667,2014
2013-10-25,The Counselor,25000000.0,71009334.0,46009334.0,184.037336,2013
2015-09-18,Black Mass,53000000.0,98837872.0,45837872.0,86.48655094339622,2015
2014-04-25,Brick Mansions,28000000.0,73421224.0,45421224.0,162.21865714285715,2014
2018-05-11,Breaking In,6000000.0,51411620.0,45411620.0,756.8603333333333,2018
2018-10-12,First Man,60000000.0,105203825.0,45203825.0,75.33970833333333,2018
2013-01-11,Quartet,11000000.0,56178935.0,45178935.0,410.7175909090909,2013
2014-01-31,That Awkward Moment,8000000.0,53068955.0,45068955.0,563.3619375000001,2014
2011-08-19,One Day,15000000.0,59168692.0,44168692.0,294.45794666666666,2011
2015-08-21,Sinister 2,10000000.0,54104225.0,44104225.0,441.04225,2015
2013-01-11,Gangster Squad,60000000.0,104100903.0,44100903.0,73.501505,2013
2013-12-20,Walking with Dinosaurs,80000000.0,123368842.0,43368842.0,54.2110525,2013
2017-03-24,Life,58000000.0,100929666.0,42929666.0,74.01666551724138,2017
2013-02-22,Snitch,15000000.0,57907734.0,42907734.0,286.05156,2013
2016-07-08,Mike and Dave Need Wedding Dates,33000000.0,75898100.0,42898100.0,129.99424242424243,2016
2017-12-08,"I, Tonya",11000000.0,53797409.0,42797409.0,389.0673545454546,2017
2017-11-17,The Star,20000000.0,62758010.0,42758010.0,213.79005,2017
2012-09-21,End of Watch,15000000.0,57586606.0,42586606.0,283.91070666666667,2012
2013-05-31,Yeh Jawaani Hai Deewani,8300000.0,50827466.0,42527466.0,512.3791084337349,2013
2015-09-11,The Perfect Guy,18000000.0,60278166.0,42278166.0,234.8787,2015
2010-11-05,127 Hours,18000000.0,60217171.0,42217171.0,234.5398388888889,2010
2016-02-05,"Hail, Caesar!",22000000.0,64160680.0,42160680.0,191.63945454545456,2016
2012-10-05,Frankenweenie,39000000.0,81150788.0,42150788.0,108.07894358974359,2012
2014-10-10,St. Vincent,13000000.0,54837234.0,41837234.0,321.82487692307694,2014
2014-10-31,Nightcrawler,8500000.0,50334418.0,41834418.0,492.16962352941175,2014
2018-08-10,Slender Man,10000000.0,51723644.0,41723644.0,417.23644,2018
2010-01-22,Legion,26000000.0,67647574.0,41647574.0,160.18297692307692,2010
2018-07-27,Teen Titans Go! To The Movies,10000000.0,51620593.0,41620593.0,416.20593,2018
2015-07-10,The Gallows,100000.0,41656474.0,41556474.0,41556.473999999995,2015
2014-08-15,The Giver,25000000.0,66540205.0,41540205.0,166.16082,2014
2012-05-25,Chernobyl Diaries,1000000.0,42411721.0,41411721.0,4141.1721,2012
2011-02-25,Des Hommes et Des Dieux,5000000.0,46263525.0,41263525.0,825.2705000000001,2011
2015-12-25,Joy,60000000.0,101134059.0,41134059.0,68.556765,2015
2014-09-12,No Good Deed,13200000.0,54323210.0,41123210.0,311.53946969696966,2014
2018-06-29,Sicario: Day of the Soldado,35000000.0,75885196.0,40885196.0,116.81484571428571,2018
2018-02-02,Winchester,3500000.0,44378040.0,40878040.0,1167.944,2018
2010-04-02,Why Did I Get Married Too?,20000000.0,60831067.0,40831067.0,204.155335,2010
2012-04-13,The Cabin in the Woods,30000000.0,70689968.0,40689968.0,135.63322666666667,2012
2010-03-12,Remember Me,16000000.0,56506120.0,40506120.0,253.16325,2010
2016-12-16,Fences,24000000.0,64282881.0,40282881.0,167.8453375,2016
2010-04-23,The Back-up Plan,35000000.0,75281179.0,40281179.0,115.08908285714286,2010
2010-06-04,Marmaduke,50000000.0,89895930.0,39895930.0,79.79186,2010
2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,139716717.0,39716717.0,39.716717,2010
2019-05-31,MA,5000000.0,44300625.0,39300625.0,786.0125,2019
2014-04-11,Oculus,5000000.0,44115496.0,39115496.0,782.3099199999999,2014
2011-10-14,Footloose,24000000.0,62989834.0,38989834.0,162.4576416666667,2011
2015-04-24,The Age of Adaline,30000000.0,68984536.0,38984536.0,129.94845333333333,2015
2010-08-27,Takers,32000000.0,70587268.0,38587268.0,120.58521250000001,2010
2015-08-26,No Escape,5000000.0,42844516.0,37844516.0,756.89032,2015
2012-07-06,Savages,45000000.0,82513490.0,37513490.0,83.36331111111112,2012
2014-12-03,Wild,15000000.0,52460543.0,37460543.0,249.73695333333333,2014
2014-02-14,About Last Night,13000000.0,50445860.0,37445860.0,288.0450769230769,2014
2010-02-26,The Crazies,19000000.0,56445534.0,37445534.0,197.08175789473685,2010
2018-11-02,The Nutcracker and the Four Realms,132900000.0,170293899.0,37393899.0,28.1368690744921,2018
2010-11-19,The Next Three Days,30000000.0,67255916.0,37255916.0,124.18638666666666,2010
2012-09-21,House at the End of the Street,6900000.0,44103982.0,37203982.0,539.1881449275362,2012
2010-04-16,El secreto de sus ojos,3500000.0,40527719.0,37027719.0,1057.9348285714286,2010
2016-02-19,The Witch,3500000.0,40454520.0,36954520.0,1055.8434285714286,2016
2014-08-29,"As Above, So Below",5000000.0,41824066.0,36824066.0,736.4813200000001,2014
2018-11-30,The Possession of Hannah Grace,6000000.0,42785387.0,36785387.0,613.0897833333333,2018
2013-02-08,Side Effects,30000000.0,66742138.0,36742138.0,122.47379333333332,2013
2015-01-16,Still Alice,5000000.0,41699612.0,36699612.0,733.99224,2015
2015-05-22,Tomorrowland,170000000.0,206627518.0,36627518.0,21.54559882352941,2015
2011-02-04,The Roommate,16000000.0,52545707.0,36545707.0,228.41066875,2011
2016-08-05,Operation Chromite,12700000.0,49196532.0,36496532.0,287.3742677165354,2016
2016-01-15,The Lady in the Van,6000000.0,42320503.0,36320503.0,605.3417166666667,2016
2016-08-19,War Dogs,50000000.0,86234503.0,36234503.0,72.46900600000001,2016
2018-01-19,12 Strong,35000000.0,71118378.0,36118378.0,103.19536571428571,2018
2012-10-26,Silent Hill: Revelation 3D,20000000.0,55975672.0,35975672.0,179.87836,2012
2017-05-05,ChÄi dÃ n zhuÄnjiÄ,23000000.0,58807172.0,35807172.0,155.6833565217391,2017
2013-09-27,Don Jon,5500000.0,41268579.0,35768579.0,650.3378,2013
2018-05-11,Life of the Party,30000000.0,65759911.0,35759911.0,119.19970333333335,2018
2013-06-07,The Internship,58000000.0,93672764.0,35672764.0,61.50476551724138,2013
2014-10-10,Whiplash,3300000.0,38969037.0,35669037.0,1080.879909090909,2014
2010-11-24,Burlesque,55000000.0,90552675.0,35552675.0,64.64122727272728,2010
2011-04-08,Hanna,30000000.0,65343694.0,35343694.0,117.81231333333334,2011
2013-08-16,Kick-Ass 2,28000000.0,63129909.0,35129909.0,125.46396071428572,2013
2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,215098356.0,35098356.0,19.499086666666667,2017
2015-02-20,The DUFF,8500000.0,43528634.0,35028634.0,412.10157647058827,2015
2010-04-02,Tau ming chong,4000000.0,38899792.0,34899792.0,872.4947999999999,2010
2016-04-15,Barbershop: The Next Cut,20000000.0,54404202.0,34404202.0,172.02101000000002,2016
2013-02-15,Escape From Planet Earth,40000000.0,74156610.0,34156610.0,85.391525,2013
2014-09-19,A Walk Among the Tombstones,28000000.0,62108587.0,34108587.0,121.81638214285715,2014
2010-02-12,My Name is Khan,8470000.0,42355526.0,33885526.0,400.0652420306966,2010
2010-09-03,Machete,12500000.0,46370970.0,33870970.0,270.96776,2010
2018-11-16,Widows,40000000.0,73866088.0,33866088.0,84.66521999999999,2018
2011-01-28,The Mechanic,42500000.0,76347393.0,33847393.0,79.64092470588236,2011
2013-10-18,Escape Plan,70000000.0,103735965.0,33735965.0,48.19423571428572,2013
2015-02-27,The Lazarus Effect,5000000.0,38359310.0,33359310.0,667.1862,2015
2019-06-07,The Secret Life of Pets 2,80000000.0,113351496.0,33351496.0,41.68937,2019
2011-09-30,50/50,8000000.0,41334735.0,33334735.0,416.6841875,2011
2011-09-30,Courageous,2000000.0,35185884.0,33185884.0,1659.2942,2011
2011-08-26,Colombiana,40000000.0,72295262.0,32295262.0,80.738155,2011
2010-07-09,The Kids Are All Right,4000000.0,36275469.0,32275469.0,806.8867250000001,2010
2010-04-23,Joheunnom nabbeunnom isanghannom,10000000.0,42226657.0,32226657.0,322.26657,2010
2012-09-14,Barfi,4600000.0,36751984.0,32151984.0,698.9561739130435,2012
2013-03-29,The Place Beyond the Pines,15000000.0,47011449.0,32011449.0,213.40966,2013
2010-03-09,Hachiko: A Dog's Story,16000000.0,47707417.0,31707417.0,198.17135625,2010
2012-04-27,The Five-Year Engagement,30000000.0,61623819.0,31623819.0,105.41273,2012
2011-07-01,Larry Crowne,30000000.0,61449135.0,31449135.0,104.83045,2011
2010-01-08,Daybreakers,20000000.0,51445503.0,31445503.0,157.227515,2010
2018-08-17,Mile 22,35000000.0,66295121.0,31295121.0,89.41463142857144,2018
2012-10-12,Here Comes the Boom,42000000.0,73239258.0,31239258.0,74.37918571428571,2012
2011-05-06,Jumping the Broom,7000000.0,38158601.0,31158601.0,445.12287142857144,2011
2015-11-20,Carol,11800000.0,42843521.0,31043521.0,263.080686440678,2015
2010-08-20,The Switch,19000000.0,49858465.0,30858465.0,162.41297368421053,2010
2012-07-13,2016: Obamaâs America,2500000.0,33349941.0,30849941.0,1233.99764,2012
2016-01-08,The Forest,10000000.0,40749230.0,30749230.0,307.4923,2016
2013-10-04,Runner Runner,30000000.0,60512680.0,30512680.0,101.70893333333333,2013
2018-03-09,A Wrinkle in Time,103000000.0,133401882.0,30401882.0,29.516390291262134,2018
2011-05-06,Something Borrowed,35000000.0,65084116.0,30084116.0,85.95461714285715,2011
2010-03-26,Hot Tub Time Machine,36000000.0,65967750.0,29967750.0,83.24375,2010
2017-04-07,Gifted,7000000.0,36964656.0,29964656.0,428.0665142857143,2017
2015-08-14,The Man From U.N.C.L.E.,75000000.0,104949584.0,29949584.0,39.93277866666667,2015
2013-07-03,Kevin Hart: Let Me Explain,2500000.0,32327255.0,29827255.0,1193.0901999999999,2013
2013-12-25,Grudge Match,40000000.0,69807260.0,29807260.0,74.51815,2013
2015-04-10,The Longest Ride,34000000.0,63802928.0,29802928.0,87.6556705882353,2015
2013-11-27,Homefront,22000000.0,51695362.0,29695362.0,134.9789181818182,2013
2016-09-09,Robinson Crusoe,13000000.0,42446455.0,29446455.0,226.5111923076923,2016
2013-03-01,21 and Over,13000000.0,42195766.0,29195766.0,224.5828153846154,2013
2014-07-02,Earth to Echo,13000000.0,42174545.0,29174545.0,224.41957692307693,2014
2011-04-22,Madea's Big Happy Family,25000000.0,54160818.0,29160818.0,116.643272,2011
2011-04-08,Soul Surfer,18000000.0,47158652.0,29158652.0,161.9925111111111,2011
2014-01-17,Devil's Due,7000000.0,36146087.0,29146087.0,416.37267142857144,2014
2015-09-02,A Walk in the Woods,8000000.0,37119358.0,29119358.0,363.99197499999997,2015
2016-09-16,Blair Witch,10000000.0,38985577.0,28985577.0,289.85577,2016
2010-09-17,Alpha and Omega 3D,20000000.0,48958353.0,28958353.0,144.791765,2010
2015-02-20,"McFarland, USA",17000000.0,45707924.0,28707924.0,168.87014117647058,2015
2010-03-12,She's Out of My League,20000000.0,48680977.0,28680977.0,143.40488499999998,2010
2012-10-26,Cloud Atlas,102000000.0,130673154.0,28673154.0,28.110935294117645,2012
2014-09-05,Thunder and the House of Magic,34000000.0,62582520.0,28582520.0,84.06623529411765,2014
2018-03-23,Sherlock Gnomes,59000000.0,87527651.0,28527651.0,48.35195084745762,2018
2018-06-29,Uncle Drew,18000000.0,46527161.0,28527161.0,158.4842277777778,2018
2014-02-21,Pompeii,80000000.0,108469033.0,28469033.0,35.58629125,2014
2012-08-29,Lawless,26000000.0,54393687.0,28393687.0,109.20648846153847,2012
2019-02-14,Fighting With My Family,11000000.0,39049922.0,28049922.0,254.99929090909092,2019
2011-12-25,The Darkest Hour,34800000.0,62831715.0,28031715.0,80.55090517241379,2011
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000.0,113026383.0,28026383.0,32.972215294117646,2010
2019-05-03,The Intruder,8000000.0,36005871.0,28005871.0,350.07338749999997,2019
2010-04-16,Death at a Funeral,21000000.0,48977233.0,27977233.0,133.22491904761904,2010
2017-10-20,Tyler Perryâs Boo 2! A Madea Halloween,20000000.0,47879572.0,27879572.0,139.39786,2017
2011-05-27,Die Welle,7250000.0,35122948.0,27872948.0,384.4544551724138,2011
2013-01-04,Texas Chainsaw 3D,20000000.0,47666013.0,27666013.0,138.330065,2013
2016-12-02,Jackie,9000000.0,36588512.0,27588512.0,306.53902222222223,2016
2013-12-13,Tyler Perry's A Madea Christmas,25000000.0,52543354.0,27543354.0,110.17341599999999,2013
2013-08-23,The World's End,20000000.0,47508505.0,27508505.0,137.54252499999998,2013
2015-11-20,The Night Before,25000000.0,52427346.0,27427346.0,109.70938400000001,2015
2016-04-29,Motherâs Day,25000000.0,52367022.0,27367022.0,109.46808800000001,2016
2017-12-31,Perfectos Desconocidos,4000000.0,31166312.0,27166312.0,679.1578000000001,2017
2012-12-19,Amour,9700000.0,36787044.0,27087044.0,279.24787628865977,2012
2016-08-12,Florence Foster Jenkins,29000000.0,56000339.0,27000339.0,93.1046172413793,2016
2017-06-16,Rough Night,20000000.0,46844357.0,26844357.0,134.22178499999998,2017
2018-09-07,Peppermint,25000000.0,51800758.0,26800758.0,107.20303200000001,2018
2011-05-27,The Tree of Life,35000000.0,61721826.0,26721826.0,76.34807428571429,2011
2015-12-25,Point Break,100000000.0,126704591.0,26704591.0,26.704591,2015
2018-03-30,Acrimony,20000000.0,46627836.0,26627836.0,133.13918,2018
2011-08-31,The Debt,20000000.0,46604054.0,26604054.0,133.02027,2011
2015-09-30,The Walk,35000000.0,61492104.0,26492104.0,75.69172571428572,2015
2016-02-19,Risen,20000000.0,46255763.0,26255763.0,131.278815,2016
2013-03-15,Spring Breakers,5000000.0,31149251.0,26149251.0,522.98502,2013
2014-10-10,The Judge,50000000.0,76119388.0,26119388.0,52.238776,2014
2018-02-09,The 15:17 to Paris,30000000.0,56096200.0,26096200.0,86.98733333333334,2018
2013-08-23,You're Next,1000000.0,26887177.0,25887177.0,2588.7177,2013
2013-12-25,August: Osage County,25000000.0,50738810.0,25738810.0,102.95524,2013
2016-08-12,Hell or High Water,12000000.0,37584304.0,25584304.0,213.20253333333335,2016
2016-11-11,Almost Christmas,17000000.0,42493506.0,25493506.0,149.96179999999998,2016
2013-08-16,Jobs,18000000.0,43402515.0,25402515.0,141.12508333333332,2013
2010-10-08,Secretariat,35000000.0,60376247.0,25376247.0,72.50356285714285,2010
2015-04-10,Ex Machina,13000000.0,38358392.0,25358392.0,195.06455384615384,2015
2014-06-20,Jersey Boys,40000000.0,65282732.0,25282732.0,63.206830000000004,2014
2017-09-29,Flatliners,20000000.0,45173738.0,25173738.0,125.86869,2017
2014-01-10,Her,23000000.0,48163815.0,25163815.0,109.40789130434783,2014
2018-03-09,The Strangers: Prey at Night,5000000.0,29960051.0,24960051.0,499.20102,2018
2016-02-12,The Little Prince,77500000.0,102028919.0,24528919.0,31.650218064516128,2016
2014-03-21,Muppets Most Wanted,55000000.0,79312301.0,24312301.0,44.20418363636364,2014
2011-11-23,My Week with Marilyn,10000000.0,34240572.0,24240572.0,242.40572,2011
2012-11-30,Killing Them Softly,15000000.0,39238443.0,24238443.0,161.58962,2012
2015-11-13,Love the Coopers,18000000.0,42227490.0,24227490.0,134.59716666666665,2015
2013-02-22,Dark Skies,3500000.0,27704111.0,24204111.0,691.5460285714286,2013
2011-05-13,Priest,60000000.0,84154026.0,24154026.0,40.25671,2011
2017-03-17,T2: Trainspotting,18000000.0,42091262.0,24091262.0,133.84034444444444,2017
2012-04-13,The Three Stooges,30000000.0,54052249.0,24052249.0,80.17416333333334,2012
2011-08-05,The Change-Up,52000000.0,75997067.0,23997067.0,46.14820576923077,2011
2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,20000000.0,43888531.0,23888531.0,119.442655,2017
2012-09-14,Arbitrage,12000000.0,35830713.0,23830713.0,198.58927500000001,2012
2017-01-13,The Bye Bye Man,7400000.0,31187727.0,23787727.0,321.4557702702703,2017
2015-06-26,Max,20000000.0,43658157.0,23658157.0,118.29078500000001,2015
2011-12-30,Jodaeiye Nader az Simin,800000.0,24426169.0,23626169.0,2953.2711249999998,2011
2012-08-24,Les petits mouchoirs,25000000.0,48530887.0,23530887.0,94.123548,2012
2017-12-25,Mollyâs Game,30000000.0,53296424.0,23296424.0,77.65474666666667,2017
2015-10-16,Room,13000000.0,36262783.0,23262783.0,178.94448461538462,2015
2015-08-07,Ricki and the Flash,18000000.0,41166033.0,23166033.0,128.70018333333334,2015
2010-12-31,Konferenz der Tiere,30000000.0,53048539.0,23048539.0,76.82846333333333,2010
2011-11-18,Happy Feet Two,135000000.0,157956466.0,22956466.0,17.00478962962963,2011
2018-06-01,Adrift,35000000.0,57897191.0,22897191.0,65.42054571428572,2018
2010-01-29,Edge of Darkness,60000000.0,82812456.0,22812456.0,38.020759999999996,2010
2017-04-28,The Circle,18000000.0,40651864.0,22651864.0,125.84368888888888,2017
2016-08-19,Kubo and the Two Strings,55000000.0,77548122.0,22548122.0,40.99658545454545,2016
2017-03-24,Power Rangers,120000000.0,142531552.0,22531552.0,18.77629333333333,2017
2016-03-11,Eye in the Sky,13000000.0,35402802.0,22402802.0,172.32924615384616,2016
2010-02-19,Le Petit Nicolas,30000000.0,52339566.0,22339566.0,74.46522,2010
2017-09-08,Home Again,15000000.0,37336874.0,22336874.0,148.91249333333334,2017
2010-03-05,Brooklyn's Finest,17000000.0,39233233.0,22233233.0,130.78372352941176,2010
2017-12-31,Posledniy bogatyr,8500000.0,30700192.0,22200192.0,261.1787294117647,2017
2016-02-26,Eddie the Eagle,23000000.0,45060480.0,22060480.0,95.91513043478261,2016
2012-11-16,Anna Karenina,49000000.0,71004627.0,22004627.0,44.90740204081632,2012
2013-12-06,Inside Llewyn Davis,11000000.0,32943247.0,21943247.0,199.48406363636363,2013
2013-07-05,The Way Way Back,5000000.0,26853810.0,21853810.0,437.07620000000003,2013
2014-09-12,Dolphin Tale 2,36000000.0,57824533.0,21824533.0,60.62370277777778,2014
2018-12-07,Mary Queen of Scots,25000000.0,46734733.0,21734733.0,86.93893200000001,2018
2012-02-24,Tyler Perry's Good Deeds,14000000.0,35579177.0,21579177.0,154.13697857142856,2012
2013-04-26,Mud,10000000.0,31556959.0,21556959.0,215.56959,2013
2011-09-02,Apollo 18,5000000.0,26517819.0,21517819.0,430.35638,2011
2012-06-27,Beasts of the Southern Wild,1800000.0,23265132.0,21465132.0,1192.5073333333335,2012
2013-03-01,The Last Exorcism Part II,4000000.0,25448707.0,21448707.0,536.217675,2013
2016-06-24,Hunt for the Wilderpeople,2500000.0,23845533.0,21345533.0,853.8213199999999,2016
2014-09-19,This is Where I Leave You,20000000.0,41296320.0,21296320.0,106.4816,2014
2015-03-13,It Follows,2000000.0,23250755.0,21250755.0,1062.5377500000002,2015
2011-03-15,Shi Yue Wei Cheng,23000000.0,44195779.0,21195779.0,92.15556086956522,2011
2013-01-25,Movie 43,10000000.0,31164747.0,21164747.0,211.64747,2013
2013-09-13,The Family,30000000.0,51078541.0,21078541.0,70.26180333333333,2013
2014-07-25,A Most Wanted Man,15000000.0,36068890.0,21068890.0,140.45926666666665,2014
2011-03-04,Beastly,17000000.0,38028230.0,21028230.0,123.6954705882353,2011
2019-05-24,BrightBurn,7000000.0,27989498.0,20989498.0,299.84997142857145,2019
2015-01-30,Project Almanac,12000000.0,32909437.0,20909437.0,174.24530833333333,2015
2011-08-26,Our Idiot Brother,5000000.0,25861249.0,20861249.0,417.22498,2011
2016-09-09,When the Bough Breaks,10000000.0,30768449.0,20768449.0,207.68449,2016
2012-07-05,Katy Perry: Part of Me,12000000.0,32700439.0,20700439.0,172.50365833333333,2012
2010-06-04,Killers,75000000.0,95572749.0,20572749.0,27.430332,2010
2010-02-19,The Ghost Writer,45000000.0,65532491.0,20532491.0,45.62775777777778,2010
2018-03-23,"Paul, Apostle of Christ",5000000.0,25529498.0,20529498.0,410.58995999999996,2018
2013-05-24,Before Midnight,3000000.0,23251930.0,20251930.0,675.0643333333334,2013
2019-01-11,A Dogâs Way Home,61000000.0,81149689.0,20149689.0,33.03227704918032,2019
2011-07-15,Winnie the Pooh,30000000.0,50145607.0,20145607.0,67.15202333333333,2011
2012-09-21,The Perks of Being a Wallflower,13000000.0,33069303.0,20069303.0,154.37925384615386,2012
2015-10-23,Suffragette,14000000.0,34044909.0,20044909.0,143.1779214285714,2015
2015-10-16,Crimson Peak,55000000.0,74966854.0,19966854.0,36.30337090909091,2015
2014-08-27,The November Man,15000000.0,34820335.0,19820335.0,132.13556666666665,2014
2010-11-10,Morning Glory,40000000.0,59795070.0,19795070.0,49.487674999999996,2010
2011-07-01,Monte Carlo,20000000.0,39686769.0,19686769.0,98.43384499999999,2011
2012-10-12,Seven Psychopaths,13500000.0,33035736.0,19535736.0,144.70915555555555,2012
2011-06-17,Green Lantern,200000000.0,219535492.0,19535492.0,9.767745999999999,2011
2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000.0,69411370.0,19411370.0,38.82274,2016
2013-08-23,Yi dai zong shi,38600000.0,57987299.0,19387299.0,50.22616321243524,2013
2010-09-24,Buried,1987650.0,21270290.0,19282640.0,970.1225064774986,2010
2010-09-22,You Will Meet a Tall Dark Stranger,15000000.0,34247816.0,19247816.0,128.31877333333333,2010
